2024-04-16 08:02:21,422 INFO    StreamThr :12340 [internal.py:wandb_internal():86] W&B internal server running at pid: 12340, started at: 2024-04-16 08:02:21.421106
2024-04-16 08:02:21,424 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status
2024-04-16 08:02:21,432 INFO    WriterThread:12340 [datastore.py:open_for_write():87] open: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\run-b3zpx6kz.wandb
2024-04-16 08:02:21,433 DEBUG   SenderThread:12340 [sender.py:send():379] send: header
2024-04-16 08:02:21,478 DEBUG   SenderThread:12340 [sender.py:send():379] send: run
2024-04-16 08:02:22,456 INFO    SenderThread:12340 [dir_watcher.py:__init__():211] watching files in: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files
2024-04-16 08:02:22,456 INFO    SenderThread:12340 [sender.py:_start_run_threads():1124] run started: b3zpx6kz with start time 1713229341.421105
2024-04-16 08:02:22,469 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: check_version
2024-04-16 08:02:22,469 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: check_version
2024-04-16 08:02:23,156 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: run_start
2024-04-16 08:02:23,173 DEBUG   HandlerThread:12340 [system_info.py:__init__():26] System info init
2024-04-16 08:02:23,173 DEBUG   HandlerThread:12340 [system_info.py:__init__():41] System info init done
2024-04-16 08:02:23,173 INFO    HandlerThread:12340 [system_monitor.py:start():194] Starting system monitor
2024-04-16 08:02:23,173 INFO    SystemMonitor:12340 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-16 08:02:23,174 INFO    HandlerThread:12340 [system_monitor.py:probe():214] Collecting system info
2024-04-16 08:02:23,181 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started cpu monitoring
2024-04-16 08:02:23,187 DEBUG   HandlerThread:12340 [system_info.py:probe():150] Probing system
2024-04-16 08:02:23,187 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started disk monitoring
2024-04-16 08:02:23,188 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started gpu monitoring
2024-04-16 08:02:23,198 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started memory monitoring
2024-04-16 08:02:23,198 DEBUG   HandlerThread:12340 [system_info.py:_probe_git():135] Probing git
2024-04-16 08:02:23,210 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started network monitoring
2024-04-16 08:02:23,287 DEBUG   HandlerThread:12340 [system_info.py:_probe_git():143] Probing git done
2024-04-16 08:02:23,287 DEBUG   HandlerThread:12340 [system_info.py:probe():198] Probing system done
2024-04-16 08:02:23,287 DEBUG   HandlerThread:12340 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.1', 'heartbeatAt': '2024-04-16T01:02:23.187750', 'startedAt': '2024-04-16T01:02:15.286826', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/minhbao1705/40-Day-Python-Practice.git', 'commit': 'e53af7d8fa08ea6d89000ec9c5df4f1569b1f47e'}, 'email': 'vo.minhbao9406@gmail.com', 'root': 'D:/40-Day Python Practice', 'host': 'MinhBao', 'username': 'vomin', 'executable': 'c:\\Users\\vomin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2592.0, 'min': 0.0, 'max': 2592.0}, 'cpu_freq_per_core': [{'current': 2592.0, 'min': 0.0, 'max': 2592.0}], 'disk': {'/': {'total': 476.9384717941284, 'used': 263.21875381469727}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 23.751651763916016}}
2024-04-16 08:02:23,287 INFO    HandlerThread:12340 [system_monitor.py:probe():224] Finished collecting system info
2024-04-16 08:02:23,287 INFO    HandlerThread:12340 [system_monitor.py:probe():227] Publishing system info
2024-04-16 08:02:23,288 INFO    HandlerThread:12340 [system_monitor.py:probe():229] Finished publishing system info
2024-04-16 08:02:23,289 DEBUG   SenderThread:12340 [sender.py:send():379] send: files
2024-04-16 08:02:23,289 INFO    SenderThread:12340 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-16 08:02:23,465 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\wandb-metadata.json
2024-04-16 08:02:23,611 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: python_packages
2024-04-16 08:02:23,611 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: python_packages
2024-04-16 08:02:23,612 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 08:02:23,614 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 08:02:23,614 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: stop_status
2024-04-16 08:02:24,406 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: log_artifact
2024-04-16 08:02:24,429 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 08:02:24,470 DEBUG   SenderThread:12340 [sender.py:send():379] send: telemetry
2024-04-16 08:02:24,470 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: log_artifact
2024-04-16 08:02:24,473 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\requirements.txt
2024-04-16 08:02:24,473 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\media\table\Dataset_0_4f0dfea7efcf3ff09626.table.json
2024-04-16 08:02:24,473 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\media
2024-04-16 08:02:24,473 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\media\table
2024-04-16 08:02:24,551 INFO    wandb-upload_0:12340 [upload_job.py:push():131] Uploaded file C:\Users\vomin\AppData\Local\Temp\tmpf_qn_c11wandb\c7rrcwd6-wandb-metadata.json
2024-04-16 08:02:25,012 INFO    wandb-upload_1:12340 [upload_job.py:push():131] Uploaded file C:\Users\vomin\AppData\Local\Temp\tmpf_qn_c11wandb\hz6o1jpb-media/table/Dataset_0_4f0dfea7efcf3ff09626.table.json
2024-04-16 08:02:26,188 INFO    wandb-upload_0:12340 [upload_job.py:push():89] Uploaded file C:\Users\vomin\AppData\Local\wandb\wandb\artifacts\staging\tmph0addp6b
2024-04-16 08:02:27,191 INFO    SenderThread:12340 [sender.py:send_request_log_artifact():1456] logged artifact run-b3zpx6kz-Dataset - {'id': 'QXJ0aWZhY3Q6Nzk4MzI3NTY1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE2MzAzNTUxOA==', 'latestArtifact': None}}
2024-04-16 08:02:27,191 DEBUG   SenderThread:12340 [sender.py:send():379] send: files
2024-04-16 08:02:27,191 INFO    SenderThread:12340 [sender.py:_save_file():1390] saving file media\table\Dataset_0_4f0dfea7efcf3ff09626.table.json with policy now
2024-04-16 08:02:27,192 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:27,192 DEBUG   SenderThread:12340 [sender.py:send():379] send: history
2024-04-16 08:02:27,192 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: summary_record
2024-04-16 08:02:27,194 INFO    SenderThread:12340 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-16 08:02:27,488 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\wandb-summary.json
2024-04-16 08:02:27,832 INFO    wandb-upload_1:12340 [upload_job.py:push():131] Uploaded file C:\Users\vomin\AppData\Local\Temp\tmpf_qn_c11wandb\g67qw94l-media/table/Dataset_0_4f0dfea7efcf3ff09626.table.json
2024-04-16 08:02:32,243 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:37,286 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:38,628 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 08:02:38,629 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 08:02:38,631 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: stop_status
2024-04-16 08:02:42,900 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:47,936 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:53,011 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:02:53,627 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 08:02:53,628 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: stop_status
2024-04-16 08:02:53,643 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 08:02:53,690 INFO    Thread-47 :12340 [dir_watcher.py:_on_file_modified():288] file/dir modified: d:\40-Day Python Practice\wandb\run-20240416_080215-b3zpx6kz\files\config.yaml
2024-04-16 08:02:58,929 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:03:03,981 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 08:03:08,649 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: stop_status
