2024-04-16 07:35:36,639 INFO    StreamThr :12340 [internal.py:wandb_internal():86] W&B internal server running at pid: 12340, started at: 2024-04-16 07:35:36.639649
2024-04-16 07:35:36,643 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status
2024-04-16 07:35:36,650 INFO    WriterThread:12340 [datastore.py:open_for_write():87] open: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\run-8fc5pufi.wandb
2024-04-16 07:35:36,650 DEBUG   SenderThread:12340 [sender.py:send():379] send: header
2024-04-16 07:35:36,686 DEBUG   SenderThread:12340 [sender.py:send():379] send: run
2024-04-16 07:35:37,624 INFO    SenderThread:12340 [dir_watcher.py:__init__():211] watching files in: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files
2024-04-16 07:35:37,632 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: check_version
2024-04-16 07:35:37,636 INFO    SenderThread:12340 [sender.py:_start_run_threads():1124] run started: 8fc5pufi with start time 1713227736.641651
2024-04-16 07:35:37,636 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: check_version
2024-04-16 07:35:38,222 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: run_start
2024-04-16 07:35:38,250 DEBUG   HandlerThread:12340 [system_info.py:__init__():26] System info init
2024-04-16 07:35:38,250 DEBUG   HandlerThread:12340 [system_info.py:__init__():41] System info init done
2024-04-16 07:35:38,250 INFO    HandlerThread:12340 [system_monitor.py:start():194] Starting system monitor
2024-04-16 07:35:38,250 INFO    SystemMonitor:12340 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-16 07:35:38,251 INFO    HandlerThread:12340 [system_monitor.py:probe():214] Collecting system info
2024-04-16 07:35:38,254 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started cpu monitoring
2024-04-16 07:35:38,255 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started disk monitoring
2024-04-16 07:35:38,256 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started gpu monitoring
2024-04-16 07:35:38,264 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started memory monitoring
2024-04-16 07:35:38,275 INFO    SystemMonitor:12340 [interfaces.py:start():190] Started network monitoring
2024-04-16 07:35:38,281 DEBUG   HandlerThread:12340 [system_info.py:probe():150] Probing system
2024-04-16 07:35:38,282 DEBUG   HandlerThread:12340 [system_info.py:_probe_git():135] Probing git
2024-04-16 07:35:38,353 DEBUG   HandlerThread:12340 [system_info.py:_probe_git():143] Probing git done
2024-04-16 07:35:38,353 DEBUG   HandlerThread:12340 [system_info.py:probe():198] Probing system done
2024-04-16 07:35:38,354 DEBUG   HandlerThread:12340 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.1', 'heartbeatAt': '2024-04-16T00:35:38.281432', 'startedAt': '2024-04-16T00:35:36.621686', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/minhbao1705/40-Day-Python-Practice.git', 'commit': 'e53af7d8fa08ea6d89000ec9c5df4f1569b1f47e'}, 'email': 'vo.minhbao9406@gmail.com', 'root': 'D:/40-Day Python Practice', 'host': 'MinhBao', 'username': 'vomin', 'executable': 'c:\\Users\\vomin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2592.0, 'min': 0.0, 'max': 2592.0}, 'cpu_freq_per_core': [{'current': 2592.0, 'min': 0.0, 'max': 2592.0}], 'disk': {'/': {'total': 476.9384717941284, 'used': 263.21863174438477}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 23.751651763916016}}
2024-04-16 07:35:38,354 INFO    HandlerThread:12340 [system_monitor.py:probe():224] Finished collecting system info
2024-04-16 07:35:38,354 INFO    HandlerThread:12340 [system_monitor.py:probe():227] Publishing system info
2024-04-16 07:35:38,354 INFO    HandlerThread:12340 [system_monitor.py:probe():229] Finished publishing system info
2024-04-16 07:35:38,373 DEBUG   SenderThread:12340 [sender.py:send():379] send: files
2024-04-16 07:35:38,374 INFO    SenderThread:12340 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-16 07:35:38,628 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: python_packages
2024-04-16 07:35:38,629 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: python_packages
2024-04-16 07:35:38,629 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: stop_status
2024-04-16 07:35:38,630 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-16 07:35:38,640 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: stop_status
2024-04-16 07:35:38,642 INFO    Thread-16 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files\requirements.txt
2024-04-16 07:35:38,642 INFO    Thread-16 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files\wandb-metadata.json
2024-04-16 07:35:39,384 DEBUG   SenderThread:12340 [sender.py:send():379] send: telemetry
2024-04-16 07:35:39,429 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: log_artifact
2024-04-16 07:35:39,429 DEBUG   SenderThread:12340 [sender.py:send_request():406] send_request: log_artifact
2024-04-16 07:35:39,651 INFO    Thread-16 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files\media\table\Dataset_0_4f0dfea7efcf3ff09626.table.json
2024-04-16 07:35:39,651 INFO    Thread-16 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files\media
2024-04-16 07:35:39,651 INFO    Thread-16 :12340 [dir_watcher.py:_on_file_created():271] file/dir created: d:\40-Day Python Practice\wandb\run-20240416_073536-8fc5pufi\files\media\table
2024-04-16 07:35:39,657 INFO    wandb-upload_0:12340 [upload_job.py:push():131] Uploaded file C:\Users\vomin\AppData\Local\Temp\tmp7zdle9rawandb\0ofb07uo-wandb-metadata.json
2024-04-16 07:35:40,172 INFO    wandb-upload_1:12340 [upload_job.py:push():131] Uploaded file C:\Users\vomin\AppData\Local\Temp\tmp7zdle9rawandb\46w6wasc-media/table/Dataset_0_4f0dfea7efcf3ff09626.table.json
2024-04-16 07:35:40,280 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,280 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,280 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,281 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,281 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,281 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,281 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,282 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,282 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,282 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,282 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,282 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,283 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,283 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,283 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,284 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,284 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,284 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,284 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,285 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,285 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,285 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,285 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,286 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,286 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,286 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,286 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,298 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,298 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,299 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,299 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,299 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,299 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,299 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,300 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,300 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,300 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,301 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,301 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,301 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:40,301 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: partial_history
2024-04-16 07:35:41,283 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: poll_exit
2024-04-16 07:35:41,332 INFO    wandb-upload_0:12340 [upload_job.py:push():89] Uploaded file C:\Users\vomin\AppData\Local\wandb\wandb\artifacts\staging\tmpfuknn5cd
2024-04-16 07:35:42,414 INFO    SenderThread:12340 [sender.py:send_request_log_artifact():1456] logged artifact run-8fc5pufi-Dataset - {'id': 'QXJ0aWZhY3Q6Nzk4MzEwNzU1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE2MzAzMDM5Ng==', 'latestArtifact': None}}
2024-04-16 07:35:42,414 DEBUG   SenderThread:12340 [sender.py:send():379] send: files
2024-04-16 07:35:42,414 INFO    SenderThread:12340 [sender.py:_save_file():1390] saving file media\table\Dataset_0_4f0dfea7efcf3ff09626.table.json with policy now
2024-04-16 07:35:42,414 DEBUG   HandlerThread:12340 [handler.py:handle_request():146] handle_request: status_report
2024-04-16 07:35:42,415 DEBUG   SenderThread:12340 [sender.py:send():379] send: history
